urduWord,romanUrdu,devanagri,englishWord,hindiWord,wordClass,origin,englishMeaning,useInTense
قلیل,Qaleel,क़लील,Small,छोटा,Adjective,Arabic,Few or scarce. It signifies a small number or limited quantity.,"Uske paas qaleel maal tha, magar usne apni mehnat se sab kuch paaya."
قمر,Qamar,क़मर,Moon,चाँद,Noun,Arabic,Moon. It refers to Earth's natural satellite.,"Chand ki roshni qamar ki tarah roshan thi, jo andheron ko mita rahi thi."
قریب,Qareeb,क़रीब,Near,पास,Adjective,Arabic,Near or close. It denotes proximity or closeness in distance.,Tumhare qareeb reh kar mujhe hamesha sukoon milta hai.
قصر,Qasr,क़स्र,Palace,महल,Noun,Arabic,Palace or castle. It refers to a grand residence typically occupied by royalty.,"Usne apne sapno ka qasr banaya, jo bohot khubsurat tha."
قیامت,Qayamat,क़यामत,Apocalypse,प्रलय,Noun,Arabic,Doomsday or Judgment Day. It refers to the end of the world or the final reckoning.,Us din jo hua woh qayamat se kam nahi tha.
کائنات,Qaynaat,क़ायनात,Universe,ब्रह्मांड,Noun,Arabic,Universe or cosmos. It denotes the entirety of space and everything within it.,Qaynaat mein har cheez ka ek apna maqam hota hai.
قرب,Qurb,क़ुर्ब,Proximity,निकटता,Noun,Arabic,Nearness or closeness. It signifies proximity or intimate connection.,Tumhare qurb ke liye main har mushkil ko jhelne ko tayar hoon.
قربت,Qurbat,क़ुर्बत,Closeness,निकटता ,Noun,Arabic,Proximity or closeness. It refers to being near or close to someone or something.,Tumhari qurbat ne mujhe zindagi ka asli maza diya hai.
رابطہ,Raabta,राब्ता,Contact,संपर्क,Noun,Arabic,Connection or relation. It denotes a link or bond between individuals or things.,"Hamaara raabta bohot purana hai, aur yeh dosti kabhi nahi tootegi."
 رہرو,Rah-ru,राहरू,Traveler,यात्री,Noun,Persian,Traveler or wayfarer. It refers to someone who journeys or travels.,"Raah-rau apni manzil ki talash mein har mushkil ka samna karta hai, magar kabhi himmat nahi haarta."
راستہ,Raasta,रास्ता,Path,रास्ता,Noun,Persian,Path or way. It signifies a route or course of travel.,Musafir ne apni manzil tak pahunchne ke liye sahi raasta chuna.
رات,Raat,रात,Night,रात,Noun,Hindi,Night or evening. It refers to the period of darkness between sunset and sunrise.,Us raat chandni apni purkashish roshni se har cheez ko roshan kar rahi thi.
راز,Raaz,राज़,Secret,रहस्य,Noun,Persian,Secret or mystery. It denotes something that is hidden or unknown.,Uske dil ka raaz sirf uski diary hi janti thi.
ربط,Rabt,रब्त,Connection,संबंध,Noun,Arabic,Attachment or connection. It refers to a bond or tie between people or things.,"Hamare dilon mein jo rabt hai, woh kabhi toot nahi sakta."
رفیق,Rafique,रफीक़,Friend,दोस्त,Noun,Arabic,Friend or companion. It signifies a close and trusted friend.,Uska sabse kareebi rafique hamesha uske saath rehta hai.
رفتار,Raftaar,रफ़्तार,Speed,गति,Noun,Persian,Speed or velocity. It denotes the rate or pace at which something moves.,Gari ki raftaar itni tez thi ke sab dar gaye.
رغبت,Raghbat,राग़बत,Inclination,प्रवृत्ति,Noun,Arabic,Desire or longing. It signifies a strong wish or craving for something.,"Uski raghbat padhai mein thi, aur usne sab exams mein kamiyabi haasil ki."
رحما,Rahma,रहमा,Mercy,दया,Noun,Arabic,Mercy or compassion. It refers to kindness or forgiveness shown towards others.,Allah ki rahma se hi hum har mushkil se nikal sakte hain.
رمین,Rameen,रमीन,Loyal,निष्ठावान,Noun,Persian,"It describes someone who is faithful, devoted, and trustworthy.",Usne apne dost ke liye hamesha rameen raha hai.
رنجش,Ranjish,रंजिश,Grudge,इर्ष्या,Noun,Persian,Grief or sorrow. It denotes a feeling of sadness or distress.,"Un dono ke beech jo ranjish thi, usne unki dosti ko tod diya."
رغبت,Raqbat,रक़बत,Inclination,रुचि,Noun,Arabic,Care or concern. It signifies attentiveness or solicitude towards someone.,Uski raqbat uski kaamyabi ki wajah bani.
رقیب,Raqeeb,रक़ीब,Rival, प्रतिशोधी,Noun,Arabic,Rival or competitor. It refers to someone who competes or contends with another.,Uske raqeeb ne uske khilaf bohot saari saazishen ki.
رقص,Raqs,रक्स,Dance,नृत्य,Noun,Noun,Dance or dancing. It denotes the art or activity of moving rhythmically to music.,Uske raqs ki ada sabko apni taraf kheenchti thi.
رشک,Rashq,रश्क,Envy,ईर्ष्या,Noun,Persian,Envy or jealousy. It refers to the feeling of resentment towards someone's success or possessions.,Uske talent par sabko rashq aata tha.
روشنی,Raushni,रौशनी,Light,प्रकाश,Noun,Persian,Light or brightness. It denotes illumination or radiance.,Deepak ki raushni se andhera door ho gaya.
رواں,Rawaan,रवाँ,Flowing,प्रवाह,Adjective,Persian,Current or flowing. It describes something that is in motion or active.,Uska safar bohot rawaan aur sukoon bhara tha.
ریشمی,Rayshami,रेशमी,Silky,सिल्की,Adjective,Persian,Descriptive or illustrative. It refers to something that provides a detailed description or explanation.,Uski rayshami zulfein hawa mein lehra rahi thi.
رحمت,Rehmat,रेहमत,Blessing,आशीर्वाद,Noun,Arabic,Blessing or grace. It signifies divine favor or mercy.,Allah ki rehmat se sab mushkilein aasaan ho gayi.
رفاقت,Rifaaqat,रिफ़ाक़त,Companionship,साथीपन,Noun,Arabic,Kindness or gentleness. It denotes a compassionate or considerate attitude.,Tumhari rifaaqat ne meri zindagi ko roshan kar diya.
رند,Rind,रिंद,Drunkard,शराबी,Noun,Persian,Carefree or libertine. It describes someone who lives a free-spirited or hedonistic lifestyle.,"Woh ek rind aadmi tha, jo hamesha mast aur khush rehta tha."
روایت,Riwaayat,रिवायत,Tradition,परंपरा,Noun,Arabic,Tradition or custom. It refers to practices or beliefs that are passed down through generations.,"Har mulk ki apni riwaayat hoti hai, jo unki pehchaan banati hai."
 روئے کتابی,Roo-e-kitaabi,रू-ए-किताबी,Bookish,पुस्तकवाला,Adjective,Persian,Bookish or scholarly. It denotes an academic or intellectual demeanor.,Uske roo-e-kitaabi shakal se sab log mohoabbat karte the.
روح,Rooh,रूह,Soul,आत्मा,Noun,Arabic,Soul or spirit. It refers to the spiritual or immaterial essence of a person.,Rooh ka sukoon sirf ibadat mein milta hai.
روحانیت,Ruhaaniyat,रूहानियत,Spirituality,आध्यात्मिकता,Noun,Arabic,Spirituality or mysticism. It denotes a connection to spiritual or divine matters.,"Uski baaton mein ek ruhaaniyat thi, jo sabko apne kareeb le aati thi."
روحانی,Ruhani,रूहानी,Spiritual,आध्यात्मिक,Adjective,Arabic,Spiritual or metaphysical. It refers to something related to the spirit or soul.,"Woh ek ruhani shakhsiyat ka malik tha, jo har dil ko jeet leta tha."
ساحل,Saahil,साहिल,Shore,किनारा,Noun,Arabic,Shore or coastline. It signifies the edge or boundary between land and sea.,Saahil par beth kar samandar ki lehren dekhne ka apna hi maza hai.
ساتھی,Saathi,साथी,Companion,संगी,Noun,Hindi,Companion or partner. It refers to someone who shares experiences or journeys together.,"Uska saathi hamesha uske saath rehta tha, har mushkil mein."
ساز,Saaz,साज़,Instrument,उपकरण,Noun,Persian,Instrument or musical instrument. It refers to a device or tool used to produce music.,Uske haathon se nikle saaz ki awaaz bohot madhur thi.
 سازگار,Saaz-gaar,साज़-गार,Favorable,अनुकूल,Adjective,Persian,Musician or instrumentalist. It denotes someone who plays a musical instrument.,"Mausam bohot saaz-gaar tha, har taraf khushbu thi."
سازش,Saazish,साज़िश,Conspiracy,षड्यंत्र ,Noun,Persian,"Conspiracy or plot. It signifies a secret plan or scheme, especially to do something harmful or illegal.","Dushman ne uske khilaf saazish ki, lekin woh kaamyab nahi hua."
صبر,Sabar,सब्र,Patience,सहनशीलता,Noun,Arabic,"Patience or endurance. It denotes the ability to tolerate delay, trouble, or suffering without becoming annoyed or anxious.","Sabar se bada koi hunar nahi, jo har mushkil ko aasaan bana deta hai."
ثبات,Sabat,सबत,Stability,स्थिरता,Noun,Arabic,"Firm or steadfast. It signifies something that is stable, consistent, or unchanging.",Usne apni zindagi mein hamesha sabat ka daaman thame rakha.
سچ,Sach,सच,Truth,सत्य,Noun,Hindi,Truth or reality. It refers to the state of being in accordance with facts or actuality.,"Sach bolne se kabhi ghabrana nahi chahiye, chahe haalat kuch bhi ho."
صدا,Sada,सदा,Call,बुलावा,Noun,Arabic,Echo or resonance. It denotes a sound that is reflected off a surface and heard again.,Uski sada hamesha mere dil mein goonjti rehti hai.
صحیح,Sahee,सही,Correct,ठीक,Adjective,Arabic,Correct or accurate. It signifies something that is right or free from error.,Har faisla sahee waqt par lena zaroori hota hai.
سجدہ,Sajda,सजदा,Prostration,सांष्टांग प्रणाम,Noun,Arabic,Prostration or bowing. It refers to the act of kneeling and touching the forehead to the ground in worship.,"Sajda sirf Allah ke liye hi karna chahiye, uske siwa kisi aur ke liye nahi."
سمجھ,Samajh,समझ,Understanding,बोध,Noun,Hindi,Understanding or comprehension. It refers to the ability to grasp or comprehend something intellectually.,"Tumhari baat mein bohot samajh hai, jo har kisi ko samajh nahi aati."
سمجھدار,Samajhdaar,समझदार,Sensible,बुद्धिमान,Adjective,Hindi,Intelligent or wise. It describes someone who is sensible or has good judgment.,Woh itna samajhdaar tha ke har mushkil ka hal nikal leta tha.
سمندر,Samandar,समंदर,Ocean,समुद्र,Noun,Arabic,Sea or ocean. It refers to a large body of saltwater that covers most of the Earth's surface.,"Samandar ki gehraai mein jo raaz hai, woh sirf samandar hi janta hai."
سڑک,Sadak,सड़क,Road,सड़क,Noun,Hindi,Street or road. It denotes a public thoroughfare or pathway for vehicles and pedestrians.,Sarak par chalne ke liye hamesha ehtiyaat baratni chahiye.
سرگوشی,Sargoshi,सरगोशी,Whisper,फ़ुसफ़ुसाहट,Noun,Persian,Whisper or murmuring. It refers to speaking softly or in a hushed tone.,"Usne pyaar se mere kaan mein sargoshi ki, aur main muskurane laga."
سرکش,Sarkash,सरकश,Rebellious,विद्रोही,Adjective,Persian,Rebellious or defiant. It describes someone who is disobedient or resistant to authority.,Uski sarkash fitrat ne usko sabse alag kar diya.
سرمایہ,Sarmaya,सरमाया,Wealth,धन,Noun,Persian,"Wealth or capital. It denotes assets or resources, especially financial ones.",Ilm hi insaan ka asli sarmaya hota hai.
سرشار,Sarshaar,सरशार,Overwhelmed,अभिभूत,Adjective,Persian,Intoxicated or drunk. It describes someone who is under the influence of alcohol or drugs.,Uske pyaar se sarshaar ho kar meri zindagi roshan ho gayi.
سحر,Sehar,सहर,Dawn,भोर,Noun,Arabic,Dawn or early morning. It refers to the time of day just before sunrise.,"Sehar ki hawa mein ek nayi tazgi hoti hai, jo din ko shuruat dene ka signal hoti hai."
شاعری,Shaairi,शायरी,Poetry,कविता,Noun,Persian,Poetry or verse. It denotes literary works characterized by rhythmic and expressive language.,Uski shaairi mein zindagi ka har rang tha.
شام,Shaam,शाम,Evening,संध्या,Noun,Arabic,Evening or dusk. It refers to the time of day just before sunset.,Shaam ko suraj doobne ka manzar bohot khubsurat hota hai.
شب,Shab,शब,Night,रात,Noun,Persian,Night or nighttime. It denotes the period of darkness between sunset and sunrise.,Shab ko chaandni raat mein sab kuch kitna roshan lagta hai.
شباب,Shabab,शबाब,Youth,युवा,Noun,Arabic,Youth or adolescence. It refers to the period of life when one is young and energetic.,Uski shabab bhari zindagi ko dekh kar sab uski tareef karte hain.
شبنم,Shabnam,शबनम,Dew,तुषार,Noun,Persian,Dew or moisture. It signifies the tiny drops of water that form on surfaces during the night.,Subah ki shabnam phoolon par gire oos ke qatre ki tarah chamakti hai.
شبنمی,Shabnami,शबनमी,Dewy,ओसदार,Adjective,Persian,Dewy or moist. It describes something covered with dew or having a dew-like appearance.,Shabnami raaton mein hawaa bhi thandi aur sukoon bhari hoti hai.
شفق,Shafaq,शफ़क,Twilight,गोधूली,Noun,Arabic,Twilight or dusk. It refers to the soft light occurring before sunrise or after sunset.,Shaam ki shafaq ka manzar dil ko tasalli aur sukoon deta hai.
شفاف,Shaffaf,शफ़्फ़ाफ,Transparent,पारदर्शी,Adjective,Arabic,"Pure or clear. It denotes something that is clean, transparent, or free from impurities.",Uska dil itna shaffaf hai ke usmein koi jhoot ya fareb nahi.
شفقت,Shafqat,शफ़्क़त,Compassion,दया,Noun,Arabic,Compassion or sympathy. It signifies a feeling of concern or empathy towards others.,Maa ki shafqat duniya ki sabse badi nemat hai.
شاگرد,Shagird,शागिर्द,Disciple,शिष्य,Noun,Persian,Student or disciple. It refers to someone who is learning under the guidance of a teacher or mentor.,"Woh apne ustaad ka wafadar shahgird tha, jo hamesha uski izzat karta tha."
شے,Shai,शै,Thing,चीज़,Noun,Arabic,"Thing or object. It refers to an item or entity, often used in a general sense.","Usne har shai ko pyaar se dekha, aur unmein khoobsurti dhoondi."
شاعر,Sayar,सायर,Poet,कवि,Noun,Arabic,Poet or bard. It signifies someone who writes or recites poetry.,"Woh ek mashhoor shair tha, jiske ash'aar sabke dil ko choo lete the."
شائستہ,Shaista,शैस्ता,Polite,विनम्र,Adjective,Persian,Polite or courteous. It describes someone who is well-mannered or respectful.,"Uski baatein bohot shaista hoti hain, jo sabko pasand aati hain."
شجر,Shajar,शज़र,Tree,पेड़,Noun,Arabic,Tree or plant. It refers to a perennial woody plant with a single main stem or trunk.,Us purane shajar ke neeche beth kar usne apni kahani sunayi.
شخصیت,Shakhsiyat,शख़्सियत,Personality,व्यक्तित्व,Noun,Arabic,Personality or character. It denotes the distinctive qualities and traits that make up an individual.,Uski shakhsiyat itni pur-kashish thi ke sab uske ashiq ho gaye.
شرافت,Sharaafat,शराफ़त,Nobility,उच्चता,Noun,Arabic,Dignity or decency. It signifies propriety or proper conduct.,Uski sharaafat ne sabka dil jeet liya.
شرم,Sharam,शर्म,Shame,शर्म,Noun,Persian,Shame or embarrassment. It refers to a feeling of guilt or humiliation.,Sharam aur haya insaan ki sabse bari zeenat hain.
شرر,Sharar,शरार,Spark,चमक,Noun,Arabic,Spark or flame. It denotes a small fiery particle or a burst of light.,"Uske aankhon mein sharar thi, jo uske josh aur junoon ko darshata tha."
شریف,Shareef,शरीफ़,Noble,श्रेष्ठ,Adjective,Arabic,"Noble or honorable. It describes someone who possesses integrity, respectability, and moral uprightness.","Woh ek shareef aadmi hai, jo hamesha sach bolta hai."
شیدائی,Shedaee,शेदाई,Devotee,भक्त,Noun,Persian,Victim or sufferer. It refers to someone who experiences hardship or adversity.,"Woh apne sapno ka shedaee tha, jo unhe haqiqat mein badalne ke liye hamesha mehnat karta tha."
شیفتہ,Sheefta,शीफ़ता,Enamored,मोहित,Adjective,Persian,Enamored or captivated. It describes someone who is deeply infatuated or charmed by someone or something.,"Woh apni kitaabon ka sheefta tha, jo har waqt padhai mein masroof rehta tha."
شیریں,Sheereen,शीरीन,Sweet,मिठा,Adjective,Persian,Sweet or pleasant. It denotes something that has a pleasing taste or is enjoyable.,Uski baatein itni sheereen hoti hain ke sab uski taraf khinchte chale aate hain.
شدت,Shiddat,शिद्दत,Intensity,तीव्रता,Noun,Arabic,Intensity or severity. It refers to the degree of strength or severity of something.,Usne apne kaam ko itni shiddat se anjaam diya ke sab uski tareef karne lage.
 شمع فروزا,Shmme-faroza,शम्मे-फ़रोज़ा,Illuminating,प्रकाशमय,Noun,Persian,Illuminating or enlightening. It describes something that brings light or enlightenment.,Usne mehfil mein shmme-faroza jalai aur sabka chehra roshan ho gaya.
شوخیاں,Shokhiyan,शोख़ियां,Mischief,शरारत,Noun,Persian,Playfulness or mischief. It refers to acts or behavior characterized by playful or mischievous intent.,Bachon ki shokhiyan ghar mein khushiyan bhar deti hain.
شجاعت,Shujaa'at,शुजात,Bravery,वीरता,Noun,Arabic,Courage or bravery. It signifies boldness or valor in facing difficulties or dangers.,Uski shujaa'at ki misaal har koi deta hai.
شکوک,Shukook,शुकूक,Doubts,संदेह,Noun,Arabic,Doubt or suspicion. It denotes uncertainty or lack of trust in something.,Uske shukook door karne ke liye usne sachai ka sahara liya.
شکر,Shukr,शुक्र,Gratitude,कृतज्ञता,Noun,Arabic,Gratitude or thanks. It signifies appreciation or acknowledgment of a favor or kindness.,"Har din Allah ka shukr ada karna chahiye, jo humein itni nematein di hain."
شکریہ,Shukriya,शुक्रिया,Thanks,धन्यवाद,Noun,Arabic,Thank you or thanks. It is an expression of gratitude or appreciation.,"Tumhari madad ke liye shukriya, tumhare bina yeh mumkin nahi tha."
صفر,Sifar,सिफ़र,Zero,शून्य,Noun,Arabic,Zero or nothing. It refers to the numerical value representing nothingness or absence.,Usne sifar se shuruat ki aur aaj ek kamyaab insaan hai.
صلہ,Silah,सिलाह,Weapon,हथियार,Noun,Arabic,Weapon or armament. It denotes a tool or instrument used for defense or offense.,Usne apne ghar mein kuch silah rakha hua hai suraksha ke liye.
سلسلہ,Silsila,सिलसिला,Series,श्रृंखला,Noun,Arabic,"Series or sequence. It refers to a chain or succession of events, ideas, or actions.","Zindagi ek silsila hai, jo kabhi nahi rukta."
ستارہ,Sitara,सितारा,Star,तारा,Noun,Persian,Star or celestial body. It denotes a luminous point in the night sky.,Uska chamakta sitara har raaste ko roshan kar deta hai.
سیاست,Siyaasat,सियासत,Politics,राजनीति,Noun,Arabic,"Politics or governance. It refers to the activities associated with government, power, and public affairs.",Siyaasat ke maidan mein usne apna maqam banaya.
سوچ,Soch,सोच,Thought,विचार,Noun,Hindi,Thought or idea. It signifies a mental process of considering or reflecting on something.,Tumhari soch itni gehri hai ke har koi tumhare mashware leta hai.
سورج,Sooraj,सूरज,Sun,सूर्य,Noun,Hindi,Sun. It refers to the star at the center of our solar system that provides light and heat to Earth.,Sooraj ki pehli kiran zameen par chamak uthi.
ثریا,Soraiyya,सुरैय्या,Pleiades,कृत्तिका,Noun,Arabic,Pleiades or constellation. It refers to a group of stars in the night sky.,Soraiyya ka tasavvur hi mere dil ko khushi se bhar deta hai.
سوز,Soz,सोज़,Mourning,शोक,Noun,Persian,"Grief or lamentation. It denotes a feeling of sadness or mourning, often expressed through poetry or music.","Uske ash'aar mein ek gehra soz hota hai, jo sabko rula deta hai."
صبح,Subah,सुबह,Morning,प्रातःकाल,Noun,Arabic,Morning or dawn. It refers to the time of day following sunrise.,Subah ki hawa mein ek tazgi hoti hai jo din bhar ki taqat deti hai.
سکون,Sukoon,सुकून,Peace,शांति,Noun,Arabic,Peace or tranquility. It signifies a state of calmness or serenity.,Tumhari baahon mein mujhe hamesha sukoon milta hai.
سلوک,Sulook,सुलूक,Conduct,आचरण,Noun,Arabic,Behavior or conduct. It refers to the way someone behaves or conducts themselves.,Uska sabke saath sulook bohot achha hai.
سرمئی,Surmai,सुरमाई,Smooth,मृदु ,Adjective,Persian,"Smooth or gentle. It describes something that is soft, smooth, or soothing.","Uski aankhen surmai thi, jo uski khoobsurti ko aur barhati thi."
سرور,Suroor,सुरूर,intoxication,मद्यासक्ति,Noun,Persian," It denotes a state of extreme happiness, joy, or exhilaration.",Usne nayi kitaab padh kar ek ajeeb sa suroor mehsoos kiya.
تعبیر,Taabir,ताबीर,Interpretation,व्याख्या,Noun,Arabic,Interpretation or explanation. It refers to the act of explaining or interpreting something.,Uske khwab ki taabir ek din zaroor puri hogi.
تعریف,Taareef,तारीफ़,Appreciation,सराहना,Noun,Arabic,Appreciation or praise. It signifies admiration or commendation for someone or something.,"Tumhari tareef mein kya kahun, tumhare bina zindagi adhoori lagti hai."
تباہی,Tabaahi,तबाही,Destruction,विनाश,Noun,Arabic,Destruction or devastation. It denotes the act or process of causing widespread damage or ruin.,Jung ne har taraf tabaahi macha di thi.
تبسم,Tabassum,तबस्सुम,Smile,मुसकुरी,Noun,Arabic,Smile or smiling. It refers to the act of smiling or a facial expression that shows happiness or amusement.,Uska pyara tabassum mere din ko roshan kar deta hai.
تبصرہ,Tabsira,तब्सिरा,Insight,दृष्टिकोण,Noun,Arabic,Insight or understanding. It signifies a deep understanding or perception of something.,Usne apne maqale par ek behtareen tabsira likha.
تدبیر,Tadbeer,तदबीर,Strategy,रणनीति,Noun,Arabic,Strategy or plan. It refers to a carefully devised plan or course of action.,Har mushkil ko tadbeer se hal kiya ja sakta hai.
تغافل,Tagaful,तग़ाफ़ुल,Neglect,उपेक्षा,Noun,Arabic,Negligence or indifference. It denotes a lack of care or concern.,Tumhare tagaful ne mere dil ko tod diya.
تجسس,Tajassus,तज़स्सुस,Curiosity,जिज्ञासा,Noun,Arabic,Curiosity or inquisitiveness. It refers to a strong desire to know or learn something.,Uske tajassus ne usko har raaz se waqif kar diya.
تکبر,Takabbur,तक़ब्बुर,Arrogance,अहंकार,Noun,Arabic,Arrogance or pride. It signifies an exaggerated sense of one's own importance or abilities.,Takabbur insaan ko kabhi kamiyabi nahi dilata.
تکلف,Takalluf,तकल्लुफ़,Formality,औपचारिकता,Noun,Arabic,Formality or ceremony. It refers to the observance of social etiquette or formality.,Usne bina kisi takalluf ke apni baat keh di.
تخیل,Takhayyul,तख़य्युल,Imagination,कल्पना,Noun,Arabic,Imagination or fantasy. It signifies the act of forming mental images or ideas that are not present to the senses.,"Uske takhayyul mein jo aalam tha, woh sabke dil ko choo gaya."
تخلیہ,Takhliya,तखलिया,seclusion,विलगान,Noun,Arabic,"The Urdu word ""takhliya"" refers to the act of ""evacuation"" or ""emptying out.",Mujhe likhne ke liye takhliye ki zarurat hai.
تکلیف,Takleef,तकलीफ़,Trouble,दिक्कत,Noun,Arabic,Trouble or difficulty. It denotes hardship or distress experienced due to a challenging situation.,Uske chalakion ki wajah se mujhe bohot takleef hui.
تکمیل,Takmeel,तकमील,Completion,पूर्णता,Noun,Arabic,Completion or fulfillment. It signifies achieving or reaching the end of a task or goal.,Usne apne sapne ki takmeel ke liye bohot mehnat ki.
طلبگار,Talabgaar,तालबगार,Seeker,अभिलाषी,Noun,Persian,Seeker or applicant. It refers to someone who is searching for or pursuing something.,Woh hamesha ilm ka talabgaar rehta tha.
تلفظ,Talaffuz,तलफ़ुज़,Pronunciation,उच्चारण,Noun,Arabic,Pronunciation or articulation. It refers to the way in which words are spoken or enunciated.,Urdu shayari ka sahi talaffuz seekhna zaroori hai.
تلخ,Talkh,तल्ख़,Bitter,कड़वा,Adjective,Persian,Bitter or harsh. It describes something that has an unpleasant taste or is difficult to accept.,Zindagi ke talkh tajurbe insaan ko bohot kuch sikha dete hain.
تلوار,Talwaar,तलवार,Sword,तलवार,Noun,Persian,"Sword or blade. It refers to a weapon with a long, sharp-edged metal blade.",Usne apne dushman se talwaar se muqabla kiya.
تمام,Tamaam,तमाम,Complete,पूर्ण,Adjective,Arabic,Complete or whole. It signifies something that is finished or fully done.,Tamaam log uski tareef kar rahe the.
تمنا,Tamanna,तमन्ना,Desire,इच्छा,Noun,Persian,Desire or wish. It denotes a strong longing or aspiration for something.,Uski tamaana thi ke woh duniya ki sair kare.
تنہائی,Tanhai,तन्हाई,Solitude,एकांत,Noun,Persian,Solitude or loneliness. It refers to the state of being alone or isolated.,Tanhai mein insaan ko apni galtiyon ka ehsaas hota hai.
تنویر,Tanveer,तनवीर,Enlightenment,बोध,Noun,Arabic,Enlightenment or illumination. It signifies the state of being enlightened or spiritually awakened.,Tanveer ne apni roshni se sabko roshan kar diya.
طنز,Tanz,तंज़,Satire,व्यंग्य,Noun,Arabic,"Satire or mockery. It refers to using humor, irony, or exaggeration to criticize or ridicule something.",Usne apni baat ko tanz ke zariye pesh kiya.
ٹپک,Tapak,तपक,Drip,बूंद,Noun,Hindi,Drip or drop. It denotes a small quantity of liquid that falls in drops.,Baarish ke paani ka ek ek tapak zameen par gir raha tha.
تقدیر,Taqdeer,तक़दीर,Fate,भाग्य,Noun,Arabic,Fate or destiny. It refers to the predetermined course of events or the ultimate outcome of a person's life.,Uski taqdeer mein likha tha ke wo apne mulk ke liye kuch bada karega.
تقسیم,Taqseem,तक़सीम,Division,विभाजन,Noun,Arabic,Distribution or division. It denotes the act of dividing something into parts or portions.,Usne apne virasat ki taqseem bohot insaf se ki.
ترنم,Tarannum,तरन्नुम,Melody,सुरीला,Noun,Arabic,Melody or music. It refers to the pleasant arrangement of musical notes or the act of singing.,Uske tarannum bharay geet sun kar sab log jhoom uthe.
طرز,Tarz,तर्ज़,Style,शैली,Noun,Persian,Style or manner. It signifies the distinctive way in which something is done or presented.,"Usne apni likhne ki tarz badal di, jo sabko pasand aayi."
تصور,Tasavvur,तसव्वुर,Imagination,कल्पना,Noun,Arabic,Imagination or conception. It refers to the ability to form mental images or ideas of things not present to the senses.,Uska tasavvur hi mere liye kaafi hai.
تاثیر,Taseer,तासीर,Effect,प्रभाव,Noun,Arabic,"Influence or effect. It denotes the impact or effect that something has on a person, situation, or outcome.",Uski duaon ki taseer se mujhe sukoon milta hai.
تشویش,Tashveesh,तश्वीश,Concern,चिंता,Noun,Arabic,Concern or worry. It signifies a state of being anxious or troubled about something.,Tumhare tashveesh bhare chehre ko dekh kar mujhe fikr ho rahi hai.
تسکین,Taskeen,तस्कीन,Comfort,आराम,Noun,Arabic,"Comfort or solace. It refers to a feeling of relief or consolation, especially in times of distress.",Uski baaton mein taskeen thi jo mere dil ko sukoon de rahi thi.
تصویر,Tasweer,तसवीर,Picture,चित्र ,Noun,Arabic,Picture or image. It refers to a visual representation or photograph.,Usne apni zindagi ko ek khoobsurat tasweer mein rang diya.
توقع,Tavaqqo,तवाक़्क़ो,Expectation,अपेक्षा,Noun,Arabic,Expectation or hope. It signifies anticipation or the act of expecting something to happen.,Tumse mujhe hamesha kuch naya kar dikhane ki tavaqqo rehti hai.
تمنّا,Tamanna,तमन्ना,Willing,इच्छुक,Noun,Persian,Willing or eager. It describes someone who is ready or enthusiastic about doing something.,Usne apni puri zindagi mein sirf ek tamanna ki - ki wo dunia ko badal de.
توازن,Tawazun,तवाज़ुन,Balance,संतुलन,Noun,Arabic,Balance or equilibrium. It refers to a state of stability or harmonious proportion.,Zindagi mein har cheez ka tawazun zaroori hota hai.
تعزیت,Taziyat,ताज़ियत,Condolence,संवेदना,Noun,Arabic,"Condolence or sympathy. It denotes an expression of sympathy or sorrow, especially upon someone's death.",Uske inteqal par sabne taziyat ka izhaar kiya.
تیغ,Tegh,तेग़,Sword,असि,Noun,Persian,Sword or blade. It refers to a sharp-edged weapon used for cutting or thrusting.,Uski tegh se dushman ka dil kanp utha.
تحریر,Tehreer,तहरीर,Writing,लेखन,Noun,Arabic,Writing or composition. It refers to the act of writing or the written material itself.,Uski tehreer ne sabko sochne par majboor kar diya.
ٹھنڈک,Thandak,ठंडक,Coolness,ठंडापन,Noun,Hindi,"Coolness or relief. It denotes a sensation of coolness or refreshing relief, especially in hot weather.",Raat ki thandak mein sabko sukoon milta hai.
تیماردار,Timaadaar,तीमादार,Responsible, उत्तरदायी,Adjective,Persian,Responsible or accountable. It describes someone who is reliable or can be trusted with responsibilities.,Uske tiimaadaar ne uska bohot achi tarah se khayal rakha.
تشنگی,Tishnagi,तिश्नगी,Thirst,प्यास,Noun,Persian,Thirst or longing. It refers to a strong desire or craving for something.,Uski aankhon mein mohabbat ki tishnagi thi.
تہمت,Tohmat,तोहमत,Accusation,आरोप,Noun,Arabic,Accusation or allegation. It signifies a charge or claim of wrongdoing against someone.,Us par jhoot ki tohmat lagayi gayi thi.
طلوعِ شمس,Tulu e shams,तुलूए शम्स,Sunrise,सूर्योदय,Noun,Arabic,Sunrise or dawn. It refers to the moment when the sun rises above the horizon.,Tulu e shams ka manzar sabke dil ko sukoon deta hai.
طلوع,Tulu'a,तलवा,Horizon,क्षितिज,Noun,Arabic,Sunset or dusk. It refers to the time of day when the sun sets below the horizon.,"Tulua ka waqt nazdeek tha, aur sab intezaar kar rahe the."
اداسی,Udaasi,उदासी,Sadness,दुख,Noun,Persian,Melancholy or sadness. It denotes a feeling of gloominess or unhappiness.,Uski udaasi ne sabko parashan kar diya.
